Sample ID,ENA ,PPN-DDM-Collection,PPN-DDM-Sample material,ST,Phylogroup,ST131 subclade,FimType,Amoxicillin-clavulanic_acid_category_i.v.,Amoxicillin-clavulanic_acid_category_uncomplicated UTI only,Piperacillin-tazobactam_category,Temocillin_category_UTI,Cefoxitin_category_screen ,Cefuroxime_category_oral_uncomplicated UTI only,Ceftazidime_category,Cefotaxime_category,Cefepime_category,Ceftazidime-avibactam_category,Ertapenem_category,Meropenem_category,Imipenem_category,Doripenem_category,Aztreonam_category,Amikacin_category,Gentamicin_category,Tobramycin_category,Ciprofloxacin_category,Trimethoprim-sulfamethoxazole_category,Trimethoprim_category,Nitrofurantoin_category,Fosfomycin_category_iv,Fosfomycin_category_UTI,Colistin_category,Tigecycline_category,blaESBL,blaCTX-M-1,blaCTX-M-3,blaCTX-M-8,blaCTX-M-14,blaCTX-M-15,blaCTX-M-24,blaCTX-M-27,blaCTX-M-32,blaCTX-M-55,blaCTX-M-101,blaCTX-M-104,blaCMY-2,blaIMP-26,blaLAP-2,blaOXA-1,blaOXA-10,blaOXA-181,blaSHV-12,blaTEM-1,blaTEM-210,"PPN=BETA-LACTAM",aac(3)-IId,aac(3)-IIe,aac(3)-IVa,aac(6')-I,aac(6')-Ib,aac(6')-Ib3,aac(6')-Ib4,aadA1,aadA2,aadA5,ant(2'')-Ia,aph(3')-Ia,aph(3'')-Ib,aph(3')-IIa,aph(3')-IIIa,aph(3'')-Ib,aph(4)-Ia,aph(6)-Id,armA,aac(6')-Ib-cr5,PPN-AMINOGLYCOSIDE/QUINOLONE,qepA4,qnrB1,qnrB19,qnrB7,qnrS1,qnrVC4,PPN-QUINOLONE,qacEdelta1,qacF,qacG2,qacL,PPN-QUATERNARY AMMONIUM,mcr-1.1,mcr-3.5,PPN-Mobile Colistin?,sul1,sul2,sul3,"PPN-SULFONAMIDE",dfrA1,dfrA4,dfrA5,dfrA7,dfrA12,dfrA14,dfrA17,dfrA36,dfrF,"PPN-TRIMETHOPRIM",NUM_REPLICONS_FOUND,Col(BS512)_1,Col(KPHS6)_1,Col(MG828)_1,Col(MP18)_1,Col156_1,Col440II_1,Col440I_1,Col8282_1,ColKP3_1,ColRNAI_1,ColpVC_1,IncB/O/K/Z_1,IncB/O/K/Z_2,IncB/O/K/Z_4,IncFIA(HI1)_1_HI1,IncFIA_1,IncFIB(AP001918)_1,IncFIB(K)_1_Kpn3,IncFIB(pB171)_1_pB171,IncFIC(FII)_1,IncFII(29)_1_pUTI89,IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5,IncFII(pCoo)_1_pCoo,IncFII(pHN7A8)_1_pHN7A8,IncFII(pRSB107)_1_pRSB107,IncFII_1,IncFII_1_pKP91,IncHI1A_1,IncHI1B(R27)_1_R27,IncHI2A_1,IncI1_1_Alpha,IncI2_1,IncI2_1_Delta,IncI_Gamma_1,IncL/M(pMU407)_1_pMU407,IncL/M(pOXA-48)_1_pOXA-48,IncN_1,IncP6_1,IncQ1_1,IncR_1,IncX1_1,IncX1_4,IncX3_1,IncX4_1,IncX4_2,IncY_1,p0111_1,pSL483_1,rep11a_1_repA(pB82),rep18b_1_BO23315710(pE1p13),repUS15_2_repA(pNB2354p1)
P20_30,ERS12148115,NORM,Blood culture,ST131,B2,C2,fimH30,R,R,R,NA,NA,R,S,R,S,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_32,ERS12148116,NORM,Urine,ST131,B2,C2,fimH30,R,R,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,S,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,,,,,,,,,,,aac(6')-Ib-cr5,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_33,ERS12148117,NORM,Urine,ST1193,B2,-,fimH64,R,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,S,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_37,ERS12148118,NORM,Urine,ST405,D,-,fimH27,R,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_40,ERS12148119,NORM,Blood culture,ST131,B2,C1,fimH30,S,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_41,ERS12148120,NORM,Blood culture,ST131,B2,A,fimH41,R,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,S,R,NA,NA,NA,NA,NA,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_43,ERS12148121,NORM,Blood culture,ST405,D,-,fimH27,R,R,R,NA,NA,R,R,R,S,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,aac(3)-IId,,,,,aac(6')-Ib3,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,,sul2,,1,,,,,,,dfrA17,,,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_45,ERS12148123,NORM,Blood culture,ST131,B2,C1,fimH30,S,S,S,NA,NA,R,S,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_46,ERS12148124,NORM,Blood culture,ST405,D,-,fimH27,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,8,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_47,ERS12148125,NORM,Blood culture,ST773,A,-,-,S,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_48,ERS12148126,NORM,Blood culture,ST12665,C,-,fimH30,R,S,R,NA,NA,R,R,R,S,NA,NA,S,NA,NA,NA,NA,S,NA,S,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,aadA1,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,,,,,0,,,0,,sul2,,1,dfrA1,,,,,,,,,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_53,ERS12148127,NORM,Urine,ST88,C,-,fimH43,R,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,S,S,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,,,,0,,,dfrA5,,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_54,ERS12148128,NORM,Urine,ST131,B2,C2,fimH30,S,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,aadA2,,,aph(3')-Ia,,,,,,,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,dfrA12,,,,,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_58,ERS12148129,NORM,Blood culture,ST131,B2,A,fimH41,R,R,S,NA,NA,R,I,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,I,R,NA,NA,NA,NA,NA,S,blaCTX-M-1,blaCTX-M-1,,,,,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_59,ERS12148130,NORM,Blood culture,ST7358,D,-,fimH27,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-55,,,,,,,,,blaCTX-M-55,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,,,,,,,,,,armA,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_60,ERS12148131,NORM,Blood culture,ST131,B2,B0,fimH27,S,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,I,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,aadA2,,,,,,,,,,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,dfrA12,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_62,ERS12148132,NORM,Urine,ST38,D,-,fimH5,R,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,S,R,R,S,NA,NA,NA,NA,CTX-M-15,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,1,,,0,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20_64,ERS12148133,NORM,Blood culture,ST405,D,-,fimH27,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_65,ERS12148134,NORM,Blood culture,ST131,B2,C1,fimH30,R,S,S,NA,NA,R,S,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_66,ERS12148135,NORM,Blood culture,ST372,B2,-,fimH9,S,S,S,NA,NA,R,I,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,S,S,NA,NA,NA,NA,NA,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_67,ERS12148136,NORM,Blood culture,ST131,B2,C2,fimH30,R,R,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_68,ERS12148137,NORM,Blood culture,ST405,D,-,fimH27,R,R,R,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,,,,,aac(6')-Ib-cr5,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,dfrA17,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_69,ERS12148138,NORM,Blood culture,ST131,B2,A,fimH41,R,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,I,R,NA,NA,NA,NA,NA,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_70,ERS12148139,NORM,Blood culture,ST131,B2,C1,fimH30,S,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_72,ERS12148140,NORM,Blood culture,ST131,B2,A,fimH41,S,S,S,NA,NA,R,S,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,S,R,NA,NA,NA,NA,NA,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_73,ERS12148141,NORM,Blood culture,ST131,B2,A,fimH41,R,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_78,ERS12148142,NORM,Urine,ST131,B2,A,fimH41,R,S,NA,NA,NA,R,I,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_79,ERS12148143,NORM,Urine,ST131,B2,C2,fimH30,R,R,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,S,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_80,ERS12148144,NORM,Urine,ST1193,B2,-,fimH64,R,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P20_81,ERS12148145,NORM,Urine,ST648,F,-,fimH29,R,S,NA,NA,NA,R,S,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,,,,,,,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P21_01,ERS12148146,NORM,Urine,ST131,B2,C1,fimH30,S,S,NA,NA,NA,R,I,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,S,S,NA,NA,NA,NA,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_02,ERS12148147,NORM,Urine,ST69,D,-,fimH27,S,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,,,,,0,,,0,,sul2,,1,,,,,,dfrA14,,,,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P21_04,ERS12148148,NORM,Blood culture,ST372,B2,-,fimH9,R,R,S,NA,NA,R,R,R,I,NA,NA,S,NA,NA,NA,NA,R,NA,I,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,blaTEM-1,,1,,aac(3)-IIe,,,,,,aadA1,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,,,0,dfrA1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_05,ERS12148149,NORM,Blood culture,ST73,B2,-,fimH10,R,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,S,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,qnrB1,,,,,1,,,,,0,,,0,,sul2,,1,,,,,,dfrA14,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_06,ERS12148150,NORM,Blood culture,ST131,B2,C1,fimH30,S,S,S,NA,NA,R,I,R,I,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_07,ERS12148151,NORM,Blood culture,ST38,D,-,fimH5,R,R,S,NA,NA,R,S,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,,,,,0,,,0,,sul2,,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
